date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:59:47	376480/376480	---M--	200	added ('OK')	image/png	etag:%22e25ca01953dfbbe92f277a0a33bd62f1%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628a8b706d725b39f03f1f6d_fair%20dashboard05.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628a8b706d725b39f03f1f6d_fair%20dashboard05.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:48	368251/368251	---M--	200	added ('OK')	image/png	etag:%226601494c385c0078f70956bb6a870452%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628a8b6f56b75cd7237a631f_fair%20dashboard06.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628a8b6f56b75cd7237a631f_fair%20dashboard06.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:48	195051/195051	---M--	200	added ('OK')	image/png	etag:%22f8712dc2a15e97d3f3859540c37a1058%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628a8b6f7521665bc752a8cf_fair%20dashboard07.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628a8b6f7521665bc752a8cf_fair%20dashboard07.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:49	168756/168756	---M--	200	added ('OK')	image/png	etag:%22f0129bca5f9b4d0090037539c7ec5672%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628a8b6fede950175e13275f_fair%20dashboard08.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628a8b6fede950175e13275f_fair%20dashboard08.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:49	33818/33818	---M--	200	added ('OK')	image/png	etag:%2219b34ae31992aa7719014add89c0550f%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/656349264112006d55f2270f_%231%20Hero.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/656349264112006d55f2270f_#1%20Hero.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:50	31399/31399	---M--	200	added ('OK')	image/png	etag:%22483924d521a3a3e867ebf028b6a01206%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/646b59d542ec693e8b540738_lumigo%20background%20noise.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/646b59d542ec693e8b540738_lumigo%20background%20noise.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:51	1395447/1395447	---M--	200	added ('OK')	image/jpeg	etag:%22bc1344b6d308a3ef924129ad87536978%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6563552b7bcf718b8009246e_tesxture.jpeg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6563552b7bcf718b8009246e_tesxture.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:51	1082814/1082814	---M--	200	added ('OK')	image/png	etag:%22803e45cb2fb5cce8df8d5664765bfc97%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/65ba6598a3691093ba71a1f7_Mobile%20BG.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/65ba6598a3691093ba71a1f7_Mobile%20BG.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:52	3356101/3356101	---M--	200	added ('OK')	image/png	etag:%22f66a581a68177b35a807150730ebf6fc%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/65ba4163b4cb697fad3aaab0_so%20fresh%20BG.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/65ba4163b4cb697fad3aaab0_so%20fresh%20BG.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:52	19203/19203	---M--	200	added ('OK')	image/png	etag:%22ad18d0554caa2a38ca380e98c5ca5cc7%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/66b75adb86a8c0c6707d5157_pipe-line.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/66b75adb86a8c0c6707d5157_pipe-line.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:52	110951/110951	---M--	200	added ('OK')	image/png	etag:%22f6931e59419c3491be4ea9e485080295%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/66bdd2eea6d5dd13546ad900_pipe-line%205.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/66bdd2eea6d5dd13546ad900_pipe-line%205.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:52	3824187/3824187	---M--	200	added ('OK')	image/png	etag:%22ea1a13bb5c1a2107c3e0a201a378fb0b%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/65ba67b58c68d80954ab6985_Product%20BG.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/65ba67b58c68d80954ab6985_Product%20BG.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:53	115498/115498	---M--	200	added ('OK')	image/png	etag:%22b8b7fab2c8d1b041061e2b0df67c69e7%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/66bdd3e36612d934480a3f65_sc-2.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/66bdd3e36612d934480a3f65_sc-2.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:53	52152/52152	---M--	200	added ('OK')	image/png	etag:%2299ddd3de965bf95e1401b61c599b1c95%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/66bdd3e22b96d40d495bf03c_sc-1.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/66bdd3e22b96d40d495bf03c_sc-1.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:53	123375/123375	---M--	200	added ('OK')	image/png	etag:%2203cbbb99d682c070d17e36dec907a8a8%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/66bdd3e36ba27e31e09aa641_sc-3.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/66bdd3e36ba27e31e09aa641_sc-3.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:54	69976/69976	---M--	200	added ('OK')	image/png	etag:%22aebd2248b563ed8fbd2bd04b96c668d2%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/66bdd3e3ac6f123fa8bc7e02_sc-4.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/66bdd3e3ac6f123fa8bc7e02_sc-4.png	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:54	472007/472007	---M--	200	added ('OK')	image/jpeg	etag:%22bc8a6a09b07bc67b6327c8945887db48%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b48553d10f403909848307_Xtend%20Mobile.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b48553d10f403909848307_Xtend%20Mobile.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:55	425053/425053	---M--	200	added ('OK')	image/jpeg	etag:%2279d334617dc2a4e55983a293e266e077%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b48552d5dbdece398dbabe_slice%20Mobile.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b48552d5dbdece398dbabe_slice%20Mobile.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:55	212756/212756	---M--	200	added ('OK')	image/jpeg	etag:%22067a832a78702fd435f6496b77b6c944%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b4855274b531237553e7b4_Forsight%20Mobile.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b4855274b531237553e7b4_Forsight%20Mobile.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:56	196126/196126	---M--	200	added ('OK')	image/jpeg	etag:%22f1a6cb96672459cc187cb84195a28a79%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b48552c8a443a4532ce657_Fair%20mobile.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b48552c8a443a4532ce657_Fair%20mobile.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:56	97528/97528	---M--	200	added ('OK')	image/jpeg	etag:%22a30a97dc0959155b5a9137ef18c8e0c2%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b48552cf840d4c266b880c_Brilliant%20Mobile.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b48552cf840d4c266b880c_Brilliant%20Mobile.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:56	243281/243281	---M--	200	added ('OK')	image/jpeg	etag:%22c4ddef15e6d2d0560b6e2da04099c39d%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b48552983bb06aebbcf314_Atidot%20Mobile.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b48552983bb06aebbcf314_Atidot%20Mobile.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:57	228762/228762	---M--	200	added ('OK')	image/jpeg	etag:%22db751f40db5b9585b77909d353762767%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b485522db16d339b746b9a_Predicta%20Mobile.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b485522db16d339b746b9a_Predicta%20Mobile.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:57	337420/337420	---M--	200	added ('OK')	image/jpeg	etag:%22a1bbe199a751257c0516c34f61d7b093%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b485546e44c46aa810862a_HP%20Mobile.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b485546e44c46aa810862a_HP%20Mobile.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:58	250411/250411	---M--	200	added ('OK')	image/jpeg	etag:%2232e5bf19050c933924b006a671690f45%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b485546e44c4426710862b_Nanox%20Mobile.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62b485546e44c4426710862b_Nanox%20Mobile.jpg	(from https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/css/guts-agency.webflow.4d95eafa4.css)
00:59:58	3474/3474	---M--	200	added ('OK')	image/png	etag:%2217497b9ade20264ac3a66de690a05a7f%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d238db65486b061079_Partners01.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d238db65486b061079_Partners01.png	(from https://www.guts.agency/about)
00:59:58	2341/2341	---M--	200	added ('OK')	image/png	etag:%221e943ec5e261f652417209504dcee1c2%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d2dc0f4b62f6658e78_Partners22.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d2dc0f4b62f6658e78_Partners22.png	(from https://www.guts.agency/about)
00:59:58	4457/4457	---M--	200	added ('OK')	image/png	etag:%22ca1f0981b64f1977b81efe430ebaacce%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d2ede95014460a0329_Partners04.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d2ede95014460a0329_Partners04.png	(from https://www.guts.agency/about)
00:59:58	4852/4852	---M--	200	added ('OK')	image/png	etag:%22ce6ebe33ba0e9997a144a5dcc8093695%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d266773e82db6a1e17_Partners02.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d266773e82db6a1e17_Partners02.png	(from https://www.guts.agency/about)
00:59:59	1793/1793	---M--	200	added ('OK')	image/png	etag:%2264dc7b76c3f2be19d789fa1892678757%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f01e56b75cfe8b70df86_Partners24.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f01e56b75cfe8b70df86_Partners24.png	(from https://www.guts.agency/about)
00:59:59	2746/2746	---M--	200	added ('OK')	image/png	etag:%22f1337598e72110acbe8726d15d711294%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d12706b44c53598857_Partners07.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d12706b44c53598857_Partners07.png	(from https://www.guts.agency/about)
00:59:59	3319/3319	---M--	200	added ('OK')	image/png	etag:%22c94b73c73bd8dc1c348114be74c2e367%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d256b75c3ad170e032_Partners08.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d256b75c3ad170e032_Partners08.png	(from https://www.guts.agency/about)
00:59:59	1644/1644	---M--	200	added ('OK')	image/png	etag:%224e64d420218ca0c5513ec3e357d7e9b0%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d1dc0f4b1fec658e77_Partners10.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d1dc0f4b1fec658e77_Partners10.png	(from https://www.guts.agency/about)
00:59:59	1589/1589	---M--	200	added ('OK')	image/png	etag:%223b2bb63f392622c7c4275f4e0a994b23%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d218a34758cebe0b5a_Partners13.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d218a34758cebe0b5a_Partners13.png	(from https://www.guts.agency/about)
01:00:00	1921/1921	---M--	200	added ('OK')	image/png	etag:%22ee43581228f340543afac548ba8cb8b6%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d1136f61ceb599ec15_Partners03.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d1136f61ceb599ec15_Partners03.png	(from https://www.guts.agency/about)
01:00:00	1938/1938	---M--	200	added ('OK')	image/png	etag:%220cc123b20229dcc3b20257bad707fbc3%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d25d3bee139cb1796e_Partners17.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d25d3bee139cb1796e_Partners17.png	(from https://www.guts.agency/about)
01:00:01	1070/1070	---M--	200	added ('OK')	image/png	etag:%22a3809e1bc4b2a13c2dc27e30b2fc5b98%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d26c73c833427a8c67_Partners12.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d26c73c833427a8c67_Partners12.png	(from https://www.guts.agency/about)
01:00:01	2303/2303	---M--	200	added ('OK')	image/png	etag:%229ff93ee285e722f3d6a81e33f6ccc7fd%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d266773e5c1c6a1e19_Partners25.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d266773e5c1c6a1e19_Partners25.png	(from https://www.guts.agency/about)
01:00:02	2232/2232	---M--	200	added ('OK')	image/png	etag:%228aa16ef90040e11f675192d697444546%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d27f4f999b090eaa07_Partners05.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d27f4f999b090eaa07_Partners05.png	(from https://www.guts.agency/about)
01:00:02	4882/4882	---M--	200	added ('OK')	image/png	etag:%2272e8a8e2e4e4ff1b668f94be569c5e8c%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d266773e9aa36a1e18_Partners15.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d266773e9aa36a1e18_Partners15.png	(from https://www.guts.agency/about)
01:00:03	2203/2203	---M--	200	added ('OK')	image/png	etag:%228ac2cc69ee9b9535522968e3c1730648%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d282360f588315fe0e_Partners16.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d282360f588315fe0e_Partners16.png	(from https://www.guts.agency/about)
01:00:04	1812/1812	---M--	200	added ('OK')	image/png	etag:%22a51718f075f2e11c95bedcd594b955a2%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d17899741810e83ca7_Partners06.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d17899741810e83ca7_Partners06.png	(from https://www.guts.agency/about)
01:00:04	1997/1997	---M--	200	added ('OK')	image/png	etag:%2235ec6b9beeeb148798a1ea2af776f960%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d26c73c837a37a8c69_Partners23.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d26c73c837a37a8c69_Partners23.png	(from https://www.guts.agency/about)
01:00:05	2915/2915	---M--	200	added ('OK')	image/png	etag:%226dbc716ae979d5c210a9d25d28080105%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d1521f0366f6f4753a_Partners11.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d1521f0366f6f4753a_Partners11.png	(from https://www.guts.agency/about)
01:00:05	2023/2023	---M--	200	added ('OK')	image/png	etag:%2266751d5b9ee337da0db5717e8a59a85c%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d206854d351b2f35ad_Partners21.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6288f0d206854d351b2f35ad_Partners21.png	(from https://www.guts.agency/about)
01:00:06	2971/2971	---M--	200	added ('OK')	image/png	etag:%2239460d237f38abfbfb13c09e17fd2c77%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62fce0ca07590e500f509902_predicta%20med.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62fce0ca07590e500f509902_predicta%20med.png	(from https://www.guts.agency/about)
01:00:06	568451/568451	---M--	200	added ('OK')	image/jpeg	etag:%2236bad841069bcb0d48c75955273035af%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628911e0ef00fa09849c285b_Adam.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628911e0ef00fa09849c285b_Adam.jpg	(from https://www.guts.agency/about)
01:00:06	532993/532993	---M--	200	added ('OK')	image/jpeg	etag:%22c62aca8896245edace53d4e5a182fff7%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628911e12cc6d521c92cac5b_Adva.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628911e12cc6d521c92cac5b_Adva.jpg	(from https://www.guts.agency/about)
01:00:06	654332/654332	---M--	200	added ('OK')	image/jpeg	etag:%220cb120a45e896941efbac2f646c0aa58%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62fd0a7f440f2d8aa07e88f4_bob%201.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62fd0a7f440f2d8aa07e88f4_bob%201.jpg	(from https://www.guts.agency/about)
01:00:06	554588/554588	---M--	200	added ('OK')	image/jpeg	etag:%220f1a75158607a58d050cb12f27f0f941%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62fd0a7f72b68da9e56d22a3_hadar%201.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/62fd0a7f72b68da9e56d22a3_hadar%201.jpg	(from https://www.guts.agency/about)
01:00:07	356205/356205	---M--	200	added ('OK')	image/jpeg	etag:%2296a90e4afa5840baf28dc8f66d259ea3%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628911e0dc0f4b99216675f8_micha.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628911e0dc0f4b99216675f8_micha.jpg	(from https://www.guts.agency/about)
01:00:07	821035/821035	---M--	200	added ('OK')	image/png	etag:%22d6ce801b764eb21001cb18b0fbd0c3fc%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63f23c62e1e2960d5d53d878_shlomit.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/63f23c62e1e2960d5d53d878_shlomit.png	(from https://www.guts.agency/about)
01:00:07	510970/510970	---M--	200	added ('OK')	image/jpeg	etag:%22a24defe144f9f261058ddfa667a8f688%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628911e0b4f98d586cab02a1_yarden.jpg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/628911e0b4f98d586cab02a1_yarden.jpg	(from https://www.guts.agency/about)
01:00:08	48945/48945	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2017:53:50%20GMT	https://www.guts.agency/works/hp-drupa	C:/Users/ABHIRAM/Desktop/archa/archa/www.guts.agency/works/hp-drupa.html	(from https://www.guts.agency/works)
01:00:08	63509/63509	---M--	200	added ('OK')	image/png	etag:%227a84956941ce88715365a7aed6fa1226%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/67586eff661178ed03fd108c_Drupa%20Thumbnail%20.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/67586eff661178ed03fd108c_Drupa%20Thumbnail%20.png	(from https://www.guts.agency/works)
01:00:09	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2017%20Jan%202025%2019:30:10%20GMT	https://www.guts.agency/works/evigence	C:/Users/ABHIRAM/Desktop/archa/archa/www.guts.agency/works/evigence	(from https://www.guts.agency/works)
01:00:09	94211/94211	---M--	200	added ('OK')	image/jpeg	etag:%222b71d01951cdb1ede9f5a51cb834a324%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/656de47040ab14772c926043_Works%20Evigence.jpeg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/656de47040ab14772c926043_Works%20Evigence.jpg	(from https://www.guts.agency/works)
01:00:09	38304/38304	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Jan%202025%2017:41:21%20GMT	https://www.guts.agency/works/dofinity	C:/Users/ABHIRAM/Desktop/archa/archa/www.guts.agency/works/dofinity.html	(from https://www.guts.agency/works)
01:00:09	241158/241158	---M--	200	added ('OK')	image/jpeg	etag:%2235456a16d346c5d22b98775009b42b24%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/656de3ad0a82f1220a7fb3f1_Works%20google.jpeg	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/656de3ad0a82f1220a7fb3f1_Works%20google.jpg	(from https://www.guts.agency/works)
01:00:10	6366/6366	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2017%20Jan%202025%2019:30:11%20GMT	https://www.guts.agency/works/fair-pr-video	C:/Users/ABHIRAM/Desktop/archa/archa/www.guts.agency/works/fair-pr-video	(from https://www.guts.agency/works)
01:00:10	269116/269116	---M--	200	added ('OK')	image/png	etag:%2239744f9a2b7528e62518f8363468b007%22	https://cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6400a5d9637f39bbcb7f6e8e_Fairvid.png	C:/Users/ABHIRAM/Desktop/archa/archa/cdn.prod.website-files.com/6285e77eaf03d3b5e63ee110/6400a5d9637f39bbcb7f6e8e_Fairvid.png	(from https://www.guts.agency/works)
